Block,Month,Year,Season,TotalLegalsRetained,MeanCPUE,TotalShorts,MeanDepth,MaxDepth,MeanNightsInWater,TotalTrapsPulled
712,1,1996,1995-96,514,0.769264583,142,66.66666667,75,4.833333333,681
718,1,1996,1995-96,96,0.110055096,82,59.09090909,90,3.454545455,477
719,1,1996,1995-96,684,0.237871477,529,56.93220339,90,3.152542373,3046
720,1,1996,1995-96,314,0.11438959,503,79.69565217,210,3.434782609,2426
737,1,1996,1995-96,525,0.219158982,787,44.55555556,70,3.666666667,2513
738,1,1996,1995-96,370,0.252047301,2996,38.75,90,3.875,2129
739,1,1996,1995-96,298,0.271402516,596,73.15789474,95,3.789473684,1294
740,1,1996,1995-96,164,0.51687996,79,97.375,120,3.4375,347
756,1,1996,1995-96,1142,0.266930755,4718,35.7962963,75,3.666666667,3570
757,1,1996,1995-96,774,0.189521813,1617,40.6122449,120,3.520408163,5309
801,1,1996,1995-96,497,0.236911178,2141,53.53333333,100,4.5,2177
821,1,1996,1995-96,612,0.455915541,1703,63.96969697,110,4.424242424,1562
842,1,1996,1995-96,249,0.162198986,1463,83.20754717,165,3.377358491,1284
860,1,1996,1995-96,2395,0.312209649,NA,65.26168224,210,NA,8342
652,2,1996,1995-96,220,0.263657407,173,73.88888889,140,4.111111111,874
653,2,1996,1995-96,79,0.14204491,164,45.13157895,80,4.315789474,440
654,2,1996,1995-96,240,0.392297696,513,59.1025641,100,4.564102564,656
657,2,1996,1995-96,390,0.505416667,309,83.88888889,120,5.444444444,760
684,2,1996,1995-96,295,0.794031459,97,117.1428571,180,5.857142857,384
685,2,1996,1995-96,120,0.806666667,72,63.75,100,7.416666667,196
686,2,1996,1995-96,180,0.710333333,65,78,100,7.2,270
687,2,1996,1995-96,122,0.605,143,67.22222222,90,6.666666667,259
688,2,1996,1995-96,952,0.613307271,259,64,100,5.52,1681
708,2,1996,1995-96,346,0.521305412,345,44.15789474,99,6.052631579,1041
709,2,1996,1995-96,189,0.533342697,156,56.5625,90,6.4375,446
710,2,1996,1995-96,233,0.784292328,128,53.75,120,6.333333333,331
712,2,1996,1995-96,702,0.6032846,147,52.89473684,100,5.578947368,1150
718,2,1996,1995-96,82,0.265800866,100,48.57142857,90,3.285714286,334
719,2,1996,1995-96,1202,0.288728315,777,60.07042254,85,3.521126761,3843
720,2,1996,1995-96,617,0.155505303,1119,77.1971831,210,3.436619718,3104
737,2,1996,1995-96,294,0.292787115,522,42.35294118,70,3.823529412,998
738,2,1996,1995-96,360,0.28752224,2035,44.77272727,70,4,1434
739,2,1996,1995-96,260,0.396138636,749,84.54545455,110,3.818181818,782
740,2,1996,1995-96,233,0.562122627,110,92.25,120,3.625,389
756,2,1996,1995-96,553,0.281545086,1530,35.53191489,60,3.680851064,1990
757,2,1996,1995-96,943,0.241035793,4100,41.83823529,110,3.779411765,3861
821,2,1996,1995-96,138,0.286153846,689,56.11111111,70,4,465
842,2,1996,1995-96,283,0.137112332,2271,80.53846154,165,4.107692308,1433
860,2,1996,1995-96,1568,0.360466158,9781,53.52307692,125,3.769230769,5047
653,3,1996,1995-96,100,0.389778237,105,32.85714286,80,4.642857143,195
654,3,1996,1995-96,116,0.354821389,223,47.69230769,100,5.538461538,245
657,3,1996,1995-96,606,0.849206349,336,77.22222222,220,4,651
685,3,1996,1995-96,63,0.494444445,55,68.33333333,90,7,120
686,3,1996,1995-96,103,0.708888889,38,76,110,6.6,141
687,3,1996,1995-96,34,0.371212121,43,78.33333333,110,8,114
688,3,1996,1995-96,780,1.071052103,218,47.91666667,75,5.333333333,618
709,3,1996,1995-96,134,0.511890456,105,70.90909091,100,7.545454545,263
712,3,1996,1995-96,317,0.967860149,53,73.88888889,100,5,377
718,3,1996,1995-96,50,0.224848485,44,60,90,3.4,250
719,3,1996,1995-96,487,0.246152591,306,56.11111111,100,3.472222222,2195
720,3,1996,1995-96,133,0.096285274,278,91.96875,210,3.59375,906
737,3,1996,1995-96,98,0.257797619,237,37.5,70,3.642857143,345
738,3,1996,1995-96,335,0.363174603,1565,31.78571429,70,3.785714286,950
756,3,1996,1995-96,364,0.398539634,636,32.27272727,40,3.772727273,957
757,3,1996,1995-96,106,0.213571429,178,32.8125,35,3.75,414
821,3,1996,1995-96,187,0.397727273,912,45,50,3.75,470
842,3,1996,1995-96,193,0.254318431,1420,72.43589744,160,3.358974359,594
850,3,1996,1995-96,437,0.488465909,1903,117.5,200,4,1158
860,3,1996,1995-96,684,0.354161389,3999,33.88235294,70,3.5,2204
652,10,1996,1996-97,653,0.982191947,625,30.71428571,60,3.428571429,1036
653,10,1996,1996-97,1255,0.579278927,2823,23.34722222,50,4.194444444,2283
654,10,1996,1996-97,1074,0.411697474,1579,24.8372093,40,4,2561
655,10,1996,1996-97,529,0.556071429,330,23.57142857,30,3.428571429,760
656,10,1996,1996-97,334,0.673484849,140,35,50,4,410
684,10,1996,1996-97,1298,0.702292302,377,43.23529412,60,4,1708
685,10,1996,1996-97,1074,0.581126999,390,39.16216216,100,4.459459459,2116
708,10,1996,1996-97,756,0.482313713,686,45.2173913,100,3.956521739,1826
709,10,1996,1996-97,1456,0.881875543,940,39.70588235,60,3.823529412,1635
710,10,1996,1996-97,372,1.127849281,54,30,40,5,421
719,10,1996,1996-97,953,0.32975918,1024,41.75,55,3.725,2501
720,10,1996,1996-97,574,0.424812279,1000,36.66666667,60,3.666666667,1161
737,10,1996,1996-97,2520,0.662750154,3422,32.8974359,50,3.358974359,3385
738,10,1996,1996-97,1786,0.587862476,3699,35.85294118,60,3.294117647,2793
739,10,1996,1996-97,388,1.027700741,737,41.25,60,3.75,603
756,10,1996,1996-97,2331,0.513475135,6582,35,60,3.447368421,4689
757,10,1996,1996-97,1950,0.527110072,6500,36.05970149,140,3.358208955,4417
762,10,1996,1996-97,1874,0.898989899,3776,63.63636364,100,3.333333333,2220
765,10,1996,1996-97,758,0.75304536,213,45.55555556,60,4.666666667,985
801,10,1996,1996-97,2341,0.913664005,4951,38.93939394,75,3.666666667,3866
807,10,1996,1996-97,349,0.560059524,1607,63.33333333,120,3.333333333,600
821,10,1996,1996-97,4299,0.584034769,7331,38.40425532,60,3.595744681,7529
842,10,1996,1996-97,3487,0.788047058,9270,65.79268293,175,3.426829268,4098
850,10,1996,1996-97,708,0.599278312,876,43.33333333,60,3.833333333,1127
860,10,1996,1996-97,6628,0.563014435,42402,60.953125,190,3.37890625,13130
652,11,1996,1996-97,762,0.342381131,900,42.73333333,75,3.9,2333
653,11,1996,1996-97,738,0.442988126,1396,28.0952381,60,4.297619048,1873
654,11,1996,1996-97,822,0.38935652,1101,33.05660377,90,3.735849057,2220
655,11,1996,1996-97,526,0.521324144,357,33.88888889,50,3.555555556,782
684,11,1996,1996-97,943,0.59271617,412,63.75,180,4.208333333,1622
685,11,1996,1996-97,995,0.52361196,359,49.04081633,100,4.551020408,2327
687,11,1996,1996-97,320,0.660147059,132,50,80,6.1,464
708,11,1996,1996-97,994,0.561544885,876,45.12195122,80,4.365853659,2407
709,11,1996,1996-97,993,0.540883703,614,37.85714286,60,4.80952381,1844
710,11,1996,1996-97,764,0.741528052,278,31.53846154,80,4.884615385,1062
711,11,1996,1996-97,650,0.756856061,57,32.5,40,4.1,900
719,11,1996,1996-97,1348,0.373423161,1190,60.71153846,124,3.711538462,3617
720,11,1996,1996-97,358,0.186264875,439,54.13636364,150,3.227272727,1439
737,11,1996,1996-97,1425,0.440916916,4327,34.07407407,70,3.62962963,3654
738,11,1996,1996-97,2388,0.402811693,7151,33.43396226,70,3.452830189,5860
756,11,1996,1996-97,1563,0.284668545,7261,33.84507042,50,3.661971831,5881
757,11,1996,1996-97,3189,0.368488114,14084,40.32231405,160,3.520661157,9673
762,11,1996,1996-97,996,0.567166667,2017,73.86666667,100,3.933333333,2025
801,11,1996,1996-97,881,0.337082394,2731,45.71428571,60,3.880952381,3609
807,11,1996,1996-97,729,0.592421859,1822,62.63157895,80,3.684210526,1324
821,11,1996,1996-97,1552,0.415850561,4401,42.79069767,60,4.209302326,4941
842,11,1996,1996-97,2231,0.524296441,7822,75.18518519,175,3.691358025,4468
850,11,1996,1996-97,693,0.637420455,919,55.5,115,4,1044
860,11,1996,1996-97,7339,0.485631098,37476,66.40206186,190,3.508591065,15758
652,12,1996,1996-97,439,0.249542125,412,66.9047619,120,4.142857143,2253
653,12,1996,1996-97,477,0.400466309,1158,40.72463768,80,4.826086957,1589
654,12,1996,1996-97,597,0.366110491,1267,44.60784314,60,4.235294118,1921
655,12,1996,1996-97,461,0.455037509,700,44.64285714,60,4.071428571,867
684,12,1996,1996-97,580,0.541007767,206,71.875,180,5.0625,911
685,12,1996,1996-97,1035,0.736663893,322,64.31818182,100,5.590909091,1810
686,12,1996,1996-97,592,1.090719697,111,60,80,5.2,660
687,12,1996,1996-97,230,0.359088771,173,70.71428571,120,5.5,619
688,12,1996,1996-97,126,0.292207792,81,55,80,6.857142857,436
708,12,1996,1996-97,1136,0.539084624,630,59.11764706,125,5.176470588,2251
709,12,1996,1996-97,747,0.646091225,462,43.12121212,70,6.484848485,1246
710,12,1996,1996-97,1004,0.730875593,494,40.82352941,90,6.058823529,1433
711,12,1996,1996-97,970,0.685825878,122,45.05,80,5.2,1474
719,12,1996,1996-97,1818,0.368149639,1285,60.66292135,96,3.573033708,4923
720,12,1996,1996-97,260,0.310860363,405,67.3125,200,3.5625,1511
737,12,1996,1996-97,1685,0.400541044,4828,42.94117647,105,3.784313725,3849
738,12,1996,1996-97,1284,0.478803529,4320,41.875,210,3.666666667,2570
739,12,1996,1996-97,113,0.1562087,352,58.18181818,95,3.727272727,720
740,12,1996,1996-97,59,0.807814642,36,100.8571429,110,3.142857143,173
756,12,1996,1996-97,895,0.2177339,4466,33.76666667,60,4.15,4080
757,12,1996,1996-97,947,0.223090724,3412,43.18181818,100,3.883116883,4660
762,12,1996,1996-97,453,0.472743764,815,82.14285714,120,3.380952381,995
801,12,1996,1996-97,428,0.284329259,1768,46.33333333,110,4.233333333,1841
807,12,1996,1996-97,458,0.35244926,1342,52.94117647,80,3.470588235,1365
821,12,1996,1996-97,782,0.447340073,2184,45.53571429,65,4.321428571,2052
842,12,1996,1996-97,868,0.490214926,3179,78.09090909,180,5.636363636,1983
860,12,1996,1996-97,6174,0.446192412,21796,57.45422535,180,3.788732394,15887
652,1,1997,1996-97,531,0.281769374,621,74.75,120,4.35,1972
653,1,1997,1996-97,408,0.316777783,923,40.35087719,100,5.035087719,1453
654,1,1997,1996-97,494,0.404775586,1021,56.25,165,5.75,1356
655,1,1997,1996-97,493,0.552953259,753,62.5,150,5.928571429,759
684,1,1997,1996-97,407,0.578289165,108,68.46153846,180,4.615384615,824
685,1,1997,1996-97,633,0.576137649,243,59.07407407,80,6.481481481,1149
686,1,1997,1996-97,216,0.622777778,63,51.25,80,6.125,395
687,1,1997,1996-97,414,0.683242611,226,62.33333333,90,7.466666667,692
688,1,1997,1996-97,1013,0.658078298,323,64.7826087,90,6.52173913,1104
689,1,1997,1996-97,130,0.453352504,120,62.22222222,80,5.888888889,316
708,1,1997,1996-97,922,0.640787637,553,65.46153846,155,4.730769231,1730
709,1,1997,1996-97,714,0.531576347,508,52.5,90,6.8125,1391
710,1,1997,1996-97,306,0.736600118,175,48.21428571,90,7.5,505
711,1,1997,1996-97,863,0.895376339,155,59.6875,80,6,1116
712,1,1997,1996-97,799,1.058856421,200,60,80,5.090909091,770
718,1,1997,1996-97,434,0.644686741,142,57,100,3.2,1257
719,1,1997,1996-97,1410,0.370973956,1268,58.22222222,96,3.728395062,4437
720,1,1997,1996-97,1323,0.477795066,NA,94.07407407,210,3.37037037,3252
737,1,1997,1996-97,1106,0.361446379,3369,38.61904762,70,3.666666667,3141
738,1,1997,1996-97,386,0.298766992,1828,24.8,40,3.666666667,1643
740,1,1997,1996-97,235,0.384689437,348,94.70588235,120,4.058823529,615
756,1,1997,1996-97,955,0.284730969,3821,31.08333333,45,3.583333333,3134
757,1,1997,1996-97,1619,0.416880876,6974,40.85714286,70,4,4543
801,1,1997,1996-97,753,0.389710295,3241,42.48780488,60,4.268292683,2364
807,1,1997,1996-97,277,0.305750916,739,48.92307692,60,3.692307692,1085
821,1,1997,1996-97,1066,0.509662868,3714,48.7037037,70,3.925925926,2103
842,1,1997,1996-97,425,0.298010185,2590,72.80769231,180,4.961538462,1291
850,1,1997,1996-97,590,0.682495356,930,92,130,3.8,700
860,1,1997,1996-97,5220,0.410608489,18250,53.78974359,150,4,12951
652,2,1997,1996-97,411,0.287975833,642,72.8125,100,4.875,1619
653,2,1997,1996-97,204,0.203974963,617,37.27272727,50,4.431818182,1066
654,2,1997,1996-97,177,0.267441687,366,53.26923077,150,5.115384615,589
655,2,1997,1996-97,187,0.249089392,344,50,75,5.230769231,704
685,2,1997,1996-97,220,0.56211557,70,73.46153846,100,6.538461538,418
687,2,1997,1996-97,168,0.951220044,43,73.33333333,90,7.5,181
688,2,1997,1996-97,836,1.032823947,394,60,80,6.5625,914
708,2,1997,1996-97,221,0.374509949,210,61.5,200,4.7,815
709,2,1997,1996-97,215,0.475441405,242,55,80,7.066666667,586
710,2,1997,1996-97,68,0.463,79,40,60,6.6,155
711,2,1997,1996-97,610,0.726225676,107,69.33333333,90,6.666666667,971
712,2,1997,1996-97,590,0.923516063,90,65.55555556,90,6.555555556,562
718,2,1997,1996-97,258,0.414256715,122,57.39130435,100,3.47826087,1597
719,2,1997,1996-97,764,0.273171511,551,63.71014493,90,3.753623188,3870
720,2,1997,1996-97,725,0.385399174,559,85.88888889,210,3.555555556,2037
737,2,1997,1996-97,302,0.160440035,894,33.03333333,40,3.7,1747
740,2,1997,1996-97,128,0.330116926,169,92.5,120,3.833333333,363
756,2,1997,1996-97,766,0.3031578,2235,34.51428571,90,3.571428571,2676
757,2,1997,1996-97,377,0.18985185,673,37.07692308,50,3.794871795,1988
762,2,1997,1996-97,668,0.543561839,1517,68.46153846,100,4,1213
801,2,1997,1996-97,399,0.327047794,1368,40.95238095,60,4.476190476,1228
821,2,1997,1996-97,792,0.43743113,5763,53.18181818,60,3.818181818,1985
860,2,1997,1996-97,3012,0.386844535,11301,47.60169492,120,3.745762712,7008
653,3,1997,1996-97,122,0.145620283,347,37.5,50,4.208333333,708
654,3,1997,1996-97,85,0.175901442,231,43.4375,100,4.75,437
655,3,1997,1996-97,255,0.264202061,243,49,70,5.6,583
688,3,1997,1996-97,1028,0.915394439,282,60.76923077,200,6.923076923,1110
689,3,1997,1996-97,494,0.735275787,202,58.88888889,75,5.777777778,507
708,3,1997,1996-97,101,0.628953065,82,65,120,5.666666667,219
711,3,1997,1996-97,552,0.483543603,145,57.73333333,75,6.266666667,1154
712,3,1997,1996-97,161,0.904385005,25,42,60,6.6,197
719,3,1997,1996-97,460,0.347584006,396,64.79591837,100,3.734693878,2262
720,3,1997,1996-97,386,0.228347639,354,86.59090909,210,3.522727273,1532
756,3,1997,1996-97,680,0.5065,1711,24.93333333,40,3.333333333,1260
757,3,1997,1996-97,166,0.329746775,739,29.23076923,40,3.615384615,605
801,3,1997,1996-97,59,0.208021077,306,39.28571429,45,4.857142857,301
821,3,1997,1996-97,204,0.388097678,1414,58.125,140,4,551
860,3,1997,1996-97,1216,0.405662078,5136,43.07272727,70,3.6,3130
652,10,1997,1997-98,671,0.692165055,507,32.05714286,110,3.714285714,1315
653,10,1997,1997-98,2659,0.849012811,2906,30.81904762,50,3.971428571,3377
654,10,1997,1997-98,3873,1.140466089,3191,32.775,70,3.7625,3516
655,10,1997,1997-98,855,1.495626041,344,33.63636364,80,3.909090909,534
656,10,1997,1997-98,491,2.177333333,208,48,120,4.6,300
665,10,1997,1997-98,1118,0.831644512,579,35.47058824,50,3.588235294,1812
680,10,1997,1997-98,969,0.704179285,394,50.2173913,100,3.304347826,1583
681,10,1997,1997-98,965,1.129224289,245,49.61538462,180,3.615384615,1143
684,10,1997,1997-98,1435,0.83410971,315,42.85,60,3.4,1678
685,10,1997,1997-98,2941,1.100766929,854,50.18518519,95,4.462962963,3565
686,10,1997,1997-98,892,0.959051832,318,47.11111111,100,4.62962963,926
687,10,1997,1997-98,499,1.071284288,317,44.44444444,75,4.777777778,525
688,10,1997,1997-98,1324,0.866278182,215,57.91666667,100,4.583333333,1413
708,10,1997,1997-98,1798,0.821416895,1572,39.96969697,80,4.333333333,2299
709,10,1997,1997-98,2424,1.217881582,1252,46.25,90,4.423076923,2176
710,10,1997,1997-98,1211,1.964792259,389,39.57692308,80,4.461538462,763
719,10,1997,1997-98,3035,0.516699364,1708,60.08,95,3.306666667,5211
720,10,1997,1997-98,354,0.469720818,386,42.14285714,80,3.285714286,739
737,10,1997,1997-98,2142,0.9054225,2575,53.65116279,120,3.302325581,2604
738,10,1997,1997-98,3407,0.915215242,3700,60.4375,150,3.354166667,3745
756,10,1997,1997-98,7389,0.905165174,NA,37.38356164,70,3.369863014,7930
757,10,1997,1997-98,7406,0.62884455,11353,45.25663717,100,3.415929204,9164
762,10,1997,1997-98,1087,0.680333333,1266,72.4,100,3.56,1890
801,10,1997,1997-98,3595,1.316435246,3765,48.82352941,90,3.676470588,3025
807,10,1997,1997-98,1986,0.586170868,2911,51.94444444,75,3.777777778,3405
821,10,1997,1997-98,4335,0.999345632,4827,57.17021277,186,3.425531915,5234
842,10,1997,1997-98,9969,1.016190113,28628,78.53378378,260,3.337837838,9028
850,10,1997,1997-98,1140,0.654157173,1086,45,85,3.823529412,1730
860,10,1997,1997-98,25037,0.920639875,58162,71.35802469,200,3.422222222,27312
652,11,1997,1997-98,609,0.435013359,458,59.18518519,120,4.148148148,1608
653,11,1997,1997-98,1321,0.468982815,1690,38.99029126,70,4.262135922,2880
654,11,1997,1997-98,1637,0.632668451,2602,45.23529412,75,3.985294118,2812
655,11,1997,1997-98,1114,0.640984567,1046,43.51851852,75,3.444444444,1616
656,11,1997,1997-98,1021,0.80653167,459,59.47368421,120,4,1155
657,11,1997,1997-98,1426,0.912781094,570,60.3125,120,3.9375,1783
665,11,1997,1997-98,1296,1.044104792,670,43.05882353,50,5.117647059,1865
684,11,1997,1997-98,2119,0.937797589,365,41.2962963,60,3.555555556,2509
685,11,1997,1997-98,2708,1.353014958,796,61.82608696,120,5.065217391,2835
686,11,1997,1997-98,1122,0.887270356,459,55.51515152,100,5,1433
687,11,1997,1997-98,1817,1.060451402,592,62.27272727,90,4.484848485,1752
688,11,1997,1997-98,438,0.851435495,121,57.75,75,3.5,484
702,11,1997,1997-98,57,3.476190476,0,195.7142857,200,3,24
708,11,1997,1997-98,2712,0.861719617,1267,52.475,100,4.725,3180
709,11,1997,1997-98,1111,1.119051634,671,55.71428571,105,5.914285714,1305
710,11,1997,1997-98,1289,1.842054348,479,41.26470588,90,5.705882353,947
718,11,1997,1997-98,214,0.489753291,92,48.88888889,70,3.777777778,502
719,11,1997,1997-98,1718,0.465487113,1056,56.6875,90,3.3125,3899
720,11,1997,1997-98,620,0.350922606,785,96.48717949,180,3.102564103,2138
737,11,1997,1997-98,870,0.277575884,1307,48.28947368,80,3.263157895,2547
738,11,1997,1997-98,609,0.273039428,1284,56.52631579,110,3.5,2329
756,11,1997,1997-98,1313,0.195606257,6145,40.01538462,190,3.569230769,6039
757,11,1997,1997-98,1807,0.216559617,6152,45.71544715,130,3.479674797,6948
801,11,1997,1997-98,1120,0.348224061,2989,47.09756098,100,4.048780488,3300
807,11,1997,1997-98,1321,0.509583333,1712,55.5,100,3.5,2090
821,11,1997,1997-98,2073,0.412878732,5374,58,180,3.69047619,5413
842,11,1997,1997-98,3037,0.548833912,10819,83.1686747,150,3.807228916,5363
850,11,1997,1997-98,583,0.599816806,682,98,180,4.444444444,859
860,11,1997,1997-98,15981,0.587355693,46146,73.08292683,240,3.629268293,26645
652,12,1997,1997-98,931,0.428802776,424,76.11111111,140,4.592592593,2406
653,12,1997,1997-98,1052,0.560825647,1830,40.95238095,80,4.607142857,1989
654,12,1997,1997-98,1958,0.757765269,2987,49.63235294,120,4.838235294,2782
655,12,1997,1997-98,811,0.647371429,1191,51.4,120,4.92,1395
656,12,1997,1997-98,479,0.622958126,477,82.08333333,120,5.083333333,769
657,12,1997,1997-98,2256,1.592233407,1199,81.81818182,120,4.772727273,1556
665,12,1997,1997-98,749,0.798058913,431,49.73333333,90,5.066666667,1159
684,12,1997,1997-98,988,0.974665169,129,87.08333333,160,3.75,1005
685,12,1997,1997-98,1633,1.137137998,547,80.96296296,130,5.888888889,1969
686,12,1997,1997-98,915,0.837478868,271,68.07692308,100,5.653846154,1248
687,12,1997,1997-98,1644,1.530983735,572,80.25925926,115,6.185185185,1059
688,12,1997,1997-98,367,0.813898835,138,81.11111111,100,6.555555556,620
708,12,1997,1997-98,1702,0.745617068,606,76.30769231,160,4.538461538,2736
709,12,1997,1997-98,1036,1.746555253,479,72.64705882,110,7.529411765,796
710,12,1997,1997-98,783,1.793714234,302,72.94117647,100,7.764705882,505
718,12,1997,1997-98,223,0.473729044,83,51.375,80,3.125,1046
719,12,1997,1997-98,2310,0.423192935,1831,65.99159664,100,3.731092437,6453
720,12,1997,1997-98,997,0.409743018,1409,103.0652174,180,3.239130435,3217
737,12,1997,1997-98,966,0.419482237,1137,48.08571429,80,3.685714286,2220
738,12,1997,1997-98,398,0.324663437,641,54.47368421,120,3.842105263,1151
756,12,1997,1997-98,807,0.209604773,3257,33.47826087,60,4,3554
757,12,1997,1997-98,1473,0.30984993,4259,36.89690722,90,3.639175258,5252
762,12,1997,1997-98,593,0.365833333,1962,92.22222222,150,4.722222222,1540
801,12,1997,1997-98,450,0.281530523,1770,47.35714286,65,4.464285714,1745
807,12,1997,1997-98,910,0.303888889,2444,58.33333333,100,3.666666667,2520
821,12,1997,1997-98,701,0.238745931,2450,62.07692308,180,3.846153846,3008
842,12,1997,1997-98,554,0.419210229,1937,84.72222222,240,4.361111111,1294
860,12,1997,1997-98,8710,0.516738301,28270,77.86315789,300,NA,17170
652,1,1998,1997-98,571,0.32340698,403,74.58333333,120,5,1960
653,1,1998,1997-98,631,0.552787947,879,39.34375,63,4.515625,1104
